5252,1,20190702075904.0,C8 E8 G8 _ _ _ ,"[513.875391960144, 514.3974215984344, 514.5324294567108, 514.9414527416229, 515.085461139679, 517.0665745735168, 0.08000469207763672, 0.19301104545593262, 0.33601927757263184, 1.0020573139190674, 1.1340649127960205, 1.2310702800750732, 1.7591004371643066, 2.155123233795166, 2.255128860473633, 2.4211385250091553, 2.5571460723876953, 2.623149871826172, 2.655151844024658, 2.754157304763794, 2.767158269882202, 2.8191611766815186, 2.9111664295196533, 2.9511687755584717, 3.0871763229370117, 3.222184181213379, 3.5002002716064453, 3.5022003650665283, 4.2392425537109375, 4.352248907089233, 5.742328405380249, 5.873335838317871, 6.006343364715576, 6.2943596839904785, 6.430367708206177, 6.5263731479644775]",0,1,-1,0
5252,2,20190702075904.0,C8 E8 G8 _ _ _ ,"[0.1780102252960205, 0.2720155715942383, 0.6560375690460205, 0.7930452823638916, 0.8480484485626221, 1.1520659923553467, 1.2700726985931396, 2.254128932952881, 3.568204164505005]",0,1,-1,0
5252,3,20190702075904.0,C8 E8 G8 _ _ _ ,"[0.44902563095092773, 1.4710838794708252, 1.5990912914276123, 1.7320990562438965, 1.807103157043457, 2.015115261077881, 2.145122766494751, 2.277130126953125, 2.38313627243042, 2.495142698287964, 2.623150110244751, 2.76615834236145, 2.882164716720581, 3.0381736755371094, 3.1821818351745605, 5.666324138641357, 5.74232816696167, 5.869335651397705, 6.006343364715576, 6.298360347747803, 6.4033660888671875, 6.533373594284058, 6.666381359100342, 6.798388719558716]",0,0,1,0
5252,4,20190702075904.0,Db9 C9 Bb8 _ _ _ ,"[1.0470595359802246, 1.6900966167449951, 1.7571001052856445, 2.1971254348754883, 2.269129514694214, 2.3351333141326904, 2.406137466430664, 2.4721412658691406, 2.541145086288452, 2.6061489582061768, 2.741156578063965, 3.005171537399292, 3.129178762435913, 3.261186122894287, 3.4311959743499756, 3.709211826324463, 5.4413111209869385, 5.853334665298462, 5.949340105056763]",24,0,-1,1
5252,5,20190702075904.0,C9 A8 B8 _ _ _ ,"[0.09500551223754883, 0.5420310497283936, 1.070061206817627, 1.195068359375, 1.6200928688049316, 2.1261215209960938, 2.2061262130737305, 2.255128860473633, 2.3341336250305176, 2.382136106491089, 2.4621407985687256, 2.510143518447876, 2.5901482105255127, 2.8001601696014404, 2.862163782119751, 2.963169574737549, 2.990170955657959, 3.1341793537139893, 3.2621865272521973, 3.586205005645752, 3.6532089710235596, 4.15823769569397, 4.341248273849487, 5.7903313636779785, 6.509372234344482]",21,0,-1,1
5252,6,20190702075904.0,Ab8 Bb8 Db8 _ _ _ ,"[0.3410193920135498, 0.46602654457092285, 0.600034236907959, 0.9990570545196533, 1.093062400817871, 1.2710723876953125, 1.5410878658294678, 2.044116735458374, 2.1111207008361816, 2.168123960494995, 2.2131266593933105, 2.293130874633789, 2.3411338329315186, 2.486142158508301, 2.613149404525757, 3.013172149658203, 3.0771758556365967, 3.1411795616149902, 4.051231622695923, 4.103234529495239, 4.149237155914307, 4.277244329452515, 4.357249021530151, 4.437253713607788, 6.0533459186553955, 6.836390972137451]",20,0,-1,0
5252,7,20190702075904.0,Eb9 Db9 G8 _ _ _ ,"[0.8730497360229492, 1.5140864849090576, 1.6380937099456787, 2.0571177005767822, 2.169123888015747, 2.3131322860717773, 2.393136739730835, 2.4411396980285645, 2.521144151687622, 2.5851478576660156, 2.735156297683716, 2.8091607093811035, 2.871164083480835, 3.006171703338623, 3.129179000854492, 3.352191686630249, 3.5312018394470215]",24,0,-1,0
5252,8,20190702075904.0,Gb8 D9 D8 _ _ _ ,"[1.8871078491210938, 2.4891421794891357, 2.5631463527679443, 2.5951485633850098, 2.658151865005493, 2.763158082962036, 2.7861592769622803, 2.897165536880493, 2.9141664505004883, 2.994171142578125, 3.0581746101379395, 3.1641809940338135, 3.1861820220947266, 3.2661867141723633, 3.334190607070923, 3.474198579788208, 3.6342077255249023]",21,0,-1,0
5252,9,20190702075904.0,Eb9 D8 Eb8 _ _ _ ,"[0.955054521560669, 1.0360593795776367, 1.1600663661956787, 1.2600722312927246, 1.4040803909301758, 1.6970973014831543, 2.3481345176696777, 2.531144618988037, 2.5401453971862793, 2.628150224685669, 2.7301559448242188, 2.749157190322876, 2.9311676025390625, 2.9571690559387207, 3.0361738204956055, 3.1401796340942383, 3.20918345451355, 4.077233076095581, 4.144237041473389, 4.636265277862549, 5.966341018676758, 6.363363981246948]",21,0,-1,0
5252,10,20190702075904.0,D9 F8 Eb9 _ _ _ ,"[0.250014066696167, 0.4130234718322754, 0.5910336971282959, 0.7520430088043213, 1.091062307357788, 1.1830675601959229, 1.2260699272155762, 1.3870794773101807, 1.7070975303649902, 2.3211326599121094, 2.38313627243042, 2.4651408195495605, 2.528144598007202, 2.5911481380462646, 2.657151937484741, 2.7211554050445557, 2.8091607093811035, 2.863163471221924, 3.0551745891571045, 3.135179281234741, 3.215183734893799, 3.3171894550323486, 3.364192247390747, 3.4391965866088867, 3.5032002925872803, 3.615206480026245, 4.004228830337524, 4.140236854553223, 4.207240581512451, 4.275244474411011, 4.341248273849487, 4.47925591468811, 4.640265464782715, 4.993285655975342, 5.061289310455322, 5.249300241470337, 6.846391439437866]",23,0,-1,0
