2822,1,20180300201984.0,Eb9 Eb8 Eb8 Gb8 _ _ ,"[17.664010286331177, 17.76901650428772, 17.911024570465088, 18.182039976119995, 18.48005723953247, 18.635066032409668, 18.77207374572754, 18.91008162498474, 19.0860915184021, 19.426110982894897, 19.549118280410767, 20.571176767349243, 21.29221796989441, 21.4032244682312, 21.863250494003296, 21.9472553730011, 22.29627537727356, 22.395281076431274, 22.756301641464233, 23.11532211303711, 23.516345262527466, 23.707355976104736, 23.836363315582275, 23.96337056159973, 0.126007080078125, 0.31801819801330566, 0.47802734375, 0.7500429153442383, 0.9100522994995117, 1.6190924644470215, 1.7601006031036377, 1.8881080150604248, 2.0771188735961914, 2.2181270122528076, 2.3171327114105225, 2.4291391372680664, 2.5561463832855225, 2.739156723022461, 2.878164529800415, 3.008172035217285, 3.1601808071136475, 3.3081891536712646, 3.452197551727295, 3.6352081298828125, 4.433253765106201, 5.084290981292725, 5.356306552886963, 5.372307300567627, 5.624321699142456, 5.724327564239502, 6.11935019493103, 6.284359455108643, 6.796388864517212, 6.812389612197876, 7.132408142089844, 7.404423475265503, 7.48442816734314, 7.500429153442383, 7.5804338455200195, 7.644437313079834, 7.836448431015015, 7.868450164794922, 7.884451150894165]",35,0,-1
2822,2,20180300201984.0,Eb9 E9 C9 Db8 _ _ ,"[2.064117908477783, 2.385136365890503, 2.4551403522491455, 2.5761475563049316, 2.7111549377441406, 2.8151609897613525, 2.9441685676574707, 3.0731759071350098, 3.218183994293213, 3.364192485809326, 3.5122010707855225, 3.693211317062378, 3.832219123840332, 4.0122294425964355, 4.154237508773804, 5.166295528411865, 5.263301134109497, 5.343305826187134, 5.5663182735443115, 5.813332557678223, 5.966341495513916, 6.142351388931274, 6.318361282348633, 6.670381546020508, 6.942397117614746, 7.038402557373047, 7.087405204772949, 7.2304136753082275, 7.503429174423218, 7.554431915283203, 7.630436420440674, 7.919452905654907, 8.046460151672363]",29,0,-1
2822,3,20180300201984.0,C8 E9 G8 C9 _ _ ,"[4.690268278121948, 4.76627254486084, 4.894279718399048, 5.279301881790161, 5.294302701950073, 5.675324440002441, 5.777330160140991, 5.790331125259399, 6.286359548568726, 6.390365362167358, 7.038402557373047, 7.166409730911255, 7.550431728363037, 7.982456684112549]",0,0,0
2822,4,20180300201984.0,C8 E9 G8 C9 _ _ ,"[2.8041605949401855, 2.9261674880981445, 3.0281732082366943, 3.1341793537139893, 3.2651867866516113, 3.3881938457489014, 3.5212013721466064, 3.6652097702026367, 3.806217670440674, 3.946225881576538, 4.086233854293823, 4.91028094291687, 5.198297500610352, 5.261301040649414, 5.342305898666382, 5.410309553146362, 6.325361967086792, 6.608378171920776, 6.97239875793457, 7.238414287567139, 7.500429153442383, 7.58043360710144, 7.982456922531128]",0,0,1
2822,5,20180300201984.0,C8 E9 G8 C9 _ _ ,"[4.734271049499512, 4.926281929016113, 5.1942970752716064, 5.396308660507202, 5.596320152282715, 5.8003318309783936, 6.142351388931274, 6.302360534667969, 6.318361282348633, 6.350363492965698, 6.3983659744262695, 6.5103724002838135, 6.576375961303711, 6.590376853942871, 6.670381546020508, 6.8643927574157715, 7.184410810470581, 7.262415409088135, 7.422424554824829, 7.534430980682373, 7.694440126419067, 7.7104408740997314, 7.854449033737183]",0,0,0
2822,6,20180300201984.0,C8 E9 G8 C9 _ _ ,"[5.949340343475342, 6.204354763031006, 6.2663586139678955, 6.35136342048645, 6.732384920120239, 6.95239782333374, 7.022401809692383, 7.0934059619903564, 7.306417942047119, 7.378422021865845, 7.52543044090271, 7.601434946060181, 7.612435340881348, 7.900451898574829, 8.013458490371704]",0,0,0
2822,7,20180300201984.0,C8 E9 G8 C9 _ _ ,"[4.704268932342529, 4.8462769985198975, 4.926281690597534, 4.942282676696777, 5.159294843673706, 5.230299234390259, 5.296302795410156, 5.466312646865845, 5.790331125259399, 5.968341112136841, 5.998343229293823, 6.144351482391357, 6.292359828948975, 6.49437141418457, 6.687382459640503, 6.738385438919067, 6.8783934116363525, 7.406423568725586, 7.455426216125488, 7.726441860198975, 7.822447299957275, 7.98245644569397, 8.094462871551514]",0,0,0
2822,8,20180300201984.0,C8 E9 G8 C9 _ _ ,"[5.033287525177002, 5.150294303894043, 5.503314733505249, 5.934339284896851, 5.998342990875244, 6.845391273498535, 6.8783934116363525, 7.022401571273804, 7.14940881729126, 7.166409730911255, 7.181410551071167, 7.549431562423706, 7.853448867797852]",0,0,0
2822,9,20180300201984.0,Bb8 A8 Bb8 Ab8 _ _ ,"[2.7031543254852295, 2.8151607513427734, 2.9431681632995605, 3.20918345451355, 3.333190441131592, 3.457197427749634, 3.5282015800476074, 4.558260440826416, 4.6132636070251465, 4.706268787384033, 4.830276012420654, 5.022287130355835, 5.136293649673462, 5.369306802749634, 5.854334592819214, 6.4033660888671875, 7.076404333114624, 7.147408485412598]",23,0,-1
2822,10,20180300201984.0,D8 Ab8 Ab8 G8 _ _ ,"[2.270129919052124, 2.378135919570923, 2.4621407985687256, 2.5741472244262695, 2.7181553840637207, 2.846162796020508, 4.9582836627960205, 5.1982972621917725, 5.3473060131073, 5.5503175258636475, 5.662323951721191, 5.870335817337036, 6.366364002227783, 6.6353795528411865, 7.324419021606445, 7.536431074142456, 8.032459497451782, 8.09246301651001]",16,0,-1
